,Country,Score,Pos.,short_name,long_name,nationality,movement_acceleration,movement_agility,movement_balance,power_jumping,pace,movement_reactions,movement_sprint_speed,power_stamina,power_strength
8711,England,4,4,J. Flanagan,Jon Flanagan,England,68,67,69,66,65.0,60,62,63,71
8712,England,4,4,T. Blackett,Tyler Blackett,England,68,60,58,64,71.0,63,74,69,81
8713,England,4,4,T. Kane,Todd Kane,England,75,63,68,64,76.0,65,77,74,62
8714,England,4,4,R. Woods,Ryan Woods,England,81,86,87,83,78.0,65,76,88,68
8715,England,4,4,D. Rudd,Declan Rudd,England,54,50,34,46,,64,46,31,64
8716,England,4,4,K. Darlow,Karl Darlow,England,59,63,64,67,,65,52,44,58
8717,England,4,4,T. Darikwa,Tendayi Darikwa,England,88,72,62,60,90.0,56,91,87,74
8718,England,4,4,J. Hugill,Jordan Hugill,England,77,61,62,88,79.0,64,80,85,87
8719,England,4,4,L. Freeman,Luke Anthony Freeman,England,77,83,78,75,78.0,59,78,74,57
8720,England,4,4,G. Gardner,Gary Gardner,England,52,60,53,62,53.0,65,53,76,69
8721,England,4,4,J. Hunt,Jack Hunt,England,86,72,68,82,85.0,66,84,74,64
8722,England,4,4,S. Winnall,Sam Winnall,England,78,79,83,85,78.0,66,78,83,64
8723,England,4,4,M. Pack,Marlon Pack,England,57,64,60,68,61.0,63,65,89,75
8724,England,4,4,E. Oztumer,Erhun Aksel Öztümer,England,88,93,96,82,78.0,59,70,76,25
8725,England,4,4,J. Mutch,Jordon Mutch,England,63,65,63,67,64.0,68,65,67,72
8726,England,4,4,D. Davis,David Davis,England,76,70,77,74,77.0,69,78,84,82
8727,England,4,4,G. Hall,Grant Hall,England,63,55,44,71,62.0,66,62,70,78
8728,England,4,4,M. Kightly,Michael Kightly,England,76,76,75,65,76.0,68,76,79,68
8729,England,4,4,C. Cohen,Chris Cohen,England,52,71,74,74,51.0,72,50,82,73
8730,England,4,4,P. Whittingham,Peter Whittingham,England,54,78,78,59,52.0,69,50,57,57
8731,England,4,4,L. Ridgewell,Liam Ridgewell,England,64,65,51,79,68.0,59,71,74,78
8732,England,4,4,B. Sharp,Billy Sharp,England,67,70,73,65,66.0,70,65,66,79
8733,England,4,4,M. Jarvis,Matt Jarvis,England,80,74,85,64,77.0,70,75,63,47
8734,England,4,4,G. Leadbitter,Grant Leadbitter,England,63,64,69,73,60.0,66,57,71,72
8735,England,4,4,J. Garner,Joe Garner,England,76,74,76,93,76.0,66,76,76,76
8736,England,4,4,B. Turner,Ben Turner,England,45,31,32,61,52.0,62,58,52,82
8737,England,4,4,C. Skuse,Cole Skuse,England,53,66,68,69,55.0,71,57,84,72
8738,England,4,4,T. Clarke,Tom Clarke,England,55,60,67,87,59.0,63,62,66,81
8739,England,4,4,J. Pearce,Jason Pearce,England,37,58,60,73,46.0,63,53,77,82
8740,England,4,4,S. Baldock,Sam Baldock,England,79,81,83,73,80.0,68,81,82,60
8741,England,4,4,L. Jutkiewicz,Lukas Jutkiewicz,England,60,59,66,81,67.0,67,73,69,79
8742,England,4,4,C. Noone,Craig Noone,England,85,84,80,63,81.0,62,78,64,60
8743,England,4,4,L. Moult,Louis Elliott Moult,England,75,67,64,81,76.0,57,77,67,79
8744,England,4,4,T. Alexander-Arnold,Trent Alexander-Arnold,England,81,75,75,67,81.0,60,81,78,59
8745,England,4,4,R. Loftus-Cheek,Ruben Loftus-Cheek,England,65,62,68,59,67.0,60,69,76,78
8746,England,4,4,J. Worrall,Joe Worrall,England,62,42,58,75,61.0,52,61,64,82
8747,England,4,4,M. Targett,Matt Targett,England,72,72,63,61,75.0,59,78,72,68
8748,England,4,4,J. Maddison,James Maddison,England,78,87,79,56,76.0,62,74,58,30
8749,England,4,4,R. Kent,Ryan Kent,England,83,86,84,54,83.0,59,83,61,55
8750,England,4,4,D. Iorfa,Dominic Iorfa,England,88,61,43,52,89.0,58,90,76,82
8751,England,4,4,C. Brannagan,Cameron Brannagan,England,64,69,67,62,65.0,63,66,69,63
8752,England,4,4,K. Phillips,Kalvin Phillips,England,66,68,70,74,68.0,64,69,75,75
8753,England,4,4,H. Reed,Harrison Reed,England,69,74,85,62,67.0,58,65,74,66
8754,England,4,4,C. Robinson,Callum Robinson,England,85,83,65,53,84.0,64,83,62,65
8755,England,4,4,G. Evans,George Evans,England,62,73,60,64,64.0,68,65,72,69
8756,England,4,4,J. Wilson,James Wilson,England,74,65,70,64,75.0,66,76,68,67
8757,England,4,4,G. Ward,Grant Ward,England,79,78,78,66,81.0,68,82,85,63
8758,England,4,4,J. Robinson,Jack Robinson,England,75,75,84,82,74.0,59,74,69,59
8759,England,4,4,T. Barkhuizen,Tom Barkhuizen,England,92,79,74,86,93.0,63,93,78,67
8760,England,4,4,R. James,Reece James,England,77,74,76,78,78.0,70,79,78,60
8761,England,4,4,C. I'Anson,Charlie Dean I'Anson,England,67,66,54,84,62.0,60,58,59,63
8762,England,4,4,T. Adeyemi,Tom Adeyemi,England,70,72,65,62,72.0,64,73,83,79
8763,England,4,4,J. McEachran,Josh McEachran,England,77,81,83,54,75.0,67,73,70,58
8764,England,4,4,R. Fredericks,Ryan Fredericks,England,93,80,75,63,92.0,66,92,68,69
8765,England,4,4,D. Watmore,Duncan Watmore,England,82,78,82,58,80.0,64,79,67,61
8766,England,4,4,D. Burn,Dan Burn,England,34,31,26,59,35.0,57,36,70,89
8767,England,4,4,R. Leonard,Ryan Leonard,England,89,81,71,82,87.0,67,85,82,81
8768,England,4,4,K. Smith,Korey Smith,England,68,70,78,59,71.0,69,74,82,72
8769,England,4,4,M. Sordell,Marvin Sordell,England,85,75,70,77,84.0,66,84,74,78
8770,England,4,4,S. Hutchinson,Shaun Hutchinson,England,66,56,54,68,68.0,59,70,67,85
8771,England,4,4,N. Mendez-Laing,Nathaniel Mendez-Laing,England,87,73,70,63,86.0,62,85,76,77
8772,England,4,4,J. Price,Jack Alexander Price,England,62,71,82,72,61.0,65,60,78,61
8773,England,4,4,C. Solly,Chris Solly,England,76,73,82,90,74.0,61,72,74,71
8774,England,4,4,M. Jacobs,Michael Jacobs,England,82,84,80,76,81.0,57,80,74,60
8775,England,4,4,D. Ward,Danny Ward,England,76,72,68,91,77.0,64,78,75,77
8776,England,4,4,J. Lowe,Jason Lowe,England,65,59,66,56,65.0,68,65,77,63
8777,England,4,4,R. Bennett,Ryan Bennett,England,42,31,36,80,44.0,51,45,69,80
8778,England,4,4,L. Murphy,Luke Murphy,England,64,56,64,50,64.0,65,64,77,69
8779,England,4,4,J. Bennett,Joe Bennett,England,76,75,67,73,70.0,63,65,69,66
8780,England,4,4,L. Steele,Luke Steele,England,50,65,58,70,,68,51,38,55
8781,England,4,4,A. Ferdinand,Anton Ferdinand,England,63,64,60,81,65.0,65,67,63,73
8782,England,4,4,G. O'Neil,Gary O'Neil,England,53,67,78,67,52.0,70,51,73,66
8783,England,4,4,M. Kilgallon,Matthew Kilgallon,England,51,47,53,74,50.0,51,49,68,73
8784,England,4,4,A. Baptiste,Alex John-Baptiste,England,65,71,69,84,66.0,66,66,77,80
8785,England,4,4,J. Buxton,Jake Buxton,England,48,47,48,80,50.0,63,51,61,80
8786,England,4,4,R. Stearman,Richard Stearman,England,53,58,50,70,54.0,66,54,66,75
8787,England,4,4,M. Mills,Matthew Mills,England,50,56,46,75,52.0,58,53,54,78
8788,England,4,4,S. Taylor,Steven Taylor,England,43,31,55,63,41.0,64,40,61,76
8789,England,4,4,A. Davies,Andrew Davies,England,65,62,55,77,65.0,60,65,79,81
8790,England,4,4,J. Perch,James Perch,England,64,62,71,76,62.0,66,61,71,68
8791,England,4,4,A. Le Fondre,Adam Le Fondre,England,73,70,77,75,73.0,69,73,70,63
8792,England,4,4,G. Agbonlahor,Gabriel Imuetinyan Agbonlahor,England,75,69,51,59,77.0,53,78,33,72
8793,England,4,4,J. Hobbs,Jack Hobbs,England,53,41,47,70,52.0,60,52,65,83
8794,England,4,4,D. Wheater,David Wheater,England,44,44,30,33,46.0,63,47,60,91
8795,England,4,4,F. Fielding,Frank Fielding,England,39,44,45,65,,70,39,33,64
8796,England,4,4,L. Peltier,Lee Peltier,England,72,56,71,74,68.0,60,64,79,78
8797,England,4,4,J. Grounds,Jonathan Grounds,England,62,62,53,74,64.0,65,65,78,76
8798,England,4,4,B. Pitman,Brett Pitman,England,58,66,74,69,59.0,63,59,75,74
8799,England,4,4,C. Lines,Chris Lines,England,57,67,58,57,58.0,59,59,67,61
8800,England,4,4,L. Grabban,Lewis Grabban,England,78,77,64,62,77.0,65,77,72,72
8801,England,4,4,J. Mousinho,John Mousinho,England,56,68,67,66,57.0,66,57,77,78
8802,England,4,4,G. Tansey,Greg Tansey,England,67,71,64,82,68.0,67,68,90,82
8803,England,4,4,M. Waghorn,Martyn Waghorn,England,68,70,72,60,74.0,62,78,71,81
8804,England,4,4,J. Butterfield,Jacob Butterfield,England,64,66,69,54,57.0,67,52,81,70
8805,England,4,4,F. Sears,Freddie Sears,England,86,85,86,53,85.0,64,85,80,63
8806,England,4,4,W. Buckley,Will Buckley,England,75,79,64,61,75.0,70,75,68,64
8807,England,4,4,M. Woolford,Martyn Woolford,England,68,68,64,63,68.0,66,68,73,73
8808,England,4,4,R. Holmes,Ricky Holmes,England,80,77,83,69,81.0,64,82,81,63
8809,England,4,4,R. Henry,Rico Henry,England,93,91,88,82,91.0,60,90,81,59
8810,England,4,4,K. Dowell,Kieran Dowell,England,70,72,72,52,69.0,60,69,59,57
8811,England,4,4,A. Green,André Green,England,80,75,72,47,82.0,50,83,68,60
8812,England,4,4,A. Armstrong,Adam Armstrong,England,89,78,88,77,87.0,61,86,72,59
8813,England,4,4,J. Rossiter,Jordan Rossiter,England,65,70,71,66,67.0,63,69,72,74
8814,England,4,4,A. Gunn,Angus Gunn,England,48,40,42,64,,62,49,31,64
8815,England,4,4,B. Galloway,Brendan Joel Zibusiso Galloway,England,79,74,63,66,80.0,63,80,71,67
8816,England,4,4,J. Lundstram,John Lundstram,England,66,68,64,62,65.0,62,65,75,65
8817,England,4,4,M. Palmer,Matthew Palmer,England,72,68,67,69,70.0,54,69,75,66
8818,England,4,4,S. Kaikai,Sullay Kaikai,England,82,84,76,58,82.0,56,82,61,59
8819,England,4,4,J. Windass,Josh Windass,England,87,80,77,63,85.0,59,83,69,70
8820,England,4,4,B. Barker,Brandon Lee Colin Barker,England,86,75,74,58,84.0,59,83,64,58
8821,England,4,4,J. Alnwick,Jak Alnwick,England,44,50,52,72,,62,55,41,59
8822,England,4,4,A. Mowatt,Alex Mowatt,England,51,60,76,63,50.0,57,49,67,66
8823,England,4,4,C. Harriott,Callum Harriott,England,88,83,91,83,87.0,62,86,53,56
8824,England,4,4,E. Ebanks-Landell,Ethan Ebanks-Landell,England,64,56,59,73,65.0,64,66,68,80
8825,England,4,4,N. Yennaris,李可,England,76,81,82,74,75.0,74,74,77,64
8826,England,4,4,R. Hall,Robert Hall,England,87,75,82,76,88.0,61,88,67,60
8827,England,4,4,B. Reid,Bobby De Cordova-Reid,England,85,84,85,72,82.0,67,79,75,58
8828,England,4,4,N. Pope,Nick Pope,England,50,29,45,59,,53,45,32,52
8829,England,4,4,M. Bettinelli,Marcus Bettinelli,England,59,35,37,75,,52,57,41,63
8830,England,4,4,A. MacDonald,Angus MacDonald,England,58,48,44,79,59.0,65,59,67,73
8831,England,4,4,M. Maddison,Marcus Maddison,England,77,73,62,68,80.0,52,83,65,62
8832,England,4,4,J. Payne,Jack Payne,England,80,85,87,79,77.0,60,74,62,32
8833,England,4,4,B. Dack,Bradley Dack,England,83,73,77,72,78.0,58,74,75,66
8834,England,4,4,O. Osawe,Osayamen Osawe,England,79,70,67,82,84.0,63,88,66,75
8835,England,4,4,J. Vela,Josh Vela,England,66,73,76,62,67.0,65,68,80,67
8836,England,4,4,R. Tunnicliffe,Ryan Tunnicliffe,England,67,60,68,61,66.0,65,65,76,70
8837,England,4,4,R. Ince,Rohan Ince,England,68,57,59,68,70.0,62,71,73,83
8838,England,4,4,B. Amos,Ben Amos,England,50,54,52,57,,62,45,25,62
8839,England,4,4,J. Morris,Josh Morris,England,76,88,79,63,70.0,64,65,75,67
8840,England,4,4,B. Hamer,Ben Hamer,England,45,51,56,54,,60,45,35,64
8841,England,4,4,D. Button,David Button,England,60,34,45,78,,59,55,35,67
8842,England,4,4,K. Agard,Kieran Ricardo Agard,England,83,87,76,83,85.0,70,87,78,70
8843,England,4,4,J. Emmanuel-Thomas,Jay Aston Emmanuel-Thomas,England,67,62,41,53,71.0,57,75,63,82
8844,England,4,4,M. Taylor,Matty Taylor,England,76,80,83,78,77.0,55,78,73,61
8845,England,4,4,J. Bothroyd,Jay Bothroyd,England,38,51,32,33,46.0,71,52,57,89
8846,England,4,4,J. Welsh,John Welsh,England,39,41,71,74,38.0,64,38,75,78
8847,England,4,4,D. Gerken,Dean Gerken,England,46,64,65,65,,65,51,40,70
8848,England,4,4,M. Cranie,Martin Cranie,England,67,62,63,74,68.0,60,69,76,71
8849,England,4,4,E. Ward,Elliott Ward,England,34,53,58,84,40.0,59,44,51,79
8850,England,4,4,A. Taylor,Andrew Taylor,England,65,61,74,72,64.0,65,64,74,65
8851,England,4,4,L. Fontaine,Liam Fontaine,England,70,67,56,74,69.0,70,68,78,71
8852,England,4,4,D. Graham,Danny Graham,England,40,66,55,72,41.0,64,41,62,80
8853,England,4,4,A. Hammill,Adam James Hammill,England,77,70,71,47,74.0,60,72,63,58
8854,England,4,4,S. Golbourne,Scott Golbourne,England,74,75,76,78,73.0,60,73,85,74
8855,England,4,4,S. Davies,Steven Davies,England,56,71,66,77,51.0,65,47,71,80
8856,England,4,4,N. Maynard,Nicky Maynard,England,77,79,67,73,74.0,72,72,71,67
8857,England,4,4,K. McFadzean,Kyle John McFadzean,England,51,33,52,67,50.0,56,50,69,85
8858,England,4,4,D. Perkins,David Perkins,England,67,81,85,80,63.0,68,60,87,61
8859,England,4,4,J. Spence,Jordan Spence,England,75,64,67,64,76.0,52,77,77,69
8860,England,4,4,C. Basham,Chris Basham,England,65,58,64,61,67.0,66,68,72,79
8861,England,4,4,B. Webster,Byron Webster,England,58,46,33,65,56.0,53,55,62,88
8862,England,4,4,L. Novak,Lee Novak,England,65,67,68,82,68.0,65,71,86,76
8863,England,4,4,R. Draper,Ross James Draper,England,63,47,54,70,62.0,64,61,82,91
8864,England,4,4,L. Gregory,Lee Gregory,England,68,69,58,71,70.0,66,72,75,79
8865,England,4,4,R. Sessegnon,Kouassi Ryan Sessegnon,England,80,77,83,70,82.0,66,84,73,54
8866,England,4,4,S. Ojo,Oluwaseyi Babajide Ojo,England,82,74,67,38,84.0,59,85,56,62
8867,England,4,4,M. Holgate,Mason Holgate,England,75,65,57,57,76.0,65,76,74,75
8868,England,4,4,C. Willock,Chris Anthony Willock,England,83,81,73,62,82.0,68,82,66,52
8869,England,4,4,D. Fry,Dael Fry,England,66,38,68,76,66.0,65,66,64,67
8870,England,4,4,J. Sims,Joshua Sims,England,86,81,78,45,83.0,62,80,60,57
8871,England,4,4,O. Watkins,Ollie Watkins,England,78,82,73,58,82.0,59,85,66,67
8872,England,4,4,J. Murphy,Josh Murphy,England,83,78,76,51,82.0,55,82,62,60
8873,England,4,4,K. Hause,Kortney Hause,England,67,63,62,72,67.0,62,67,67,80
8874,England,4,4,J. Grant,Jorge Grant,England,73,81,71,62,74.0,56,75,78,66
8875,England,4,4,M. Kenlock,Myles Kenlock,England,77,73,76,65,78.0,48,79,71,68
8876,England,4,4,A. Fletcher,Ashley Fletcher,England,74,74,56,75,75.0,67,76,64,77
8877,England,4,4,A. Tshibola,Aaron Tshibola,England,71,77,67,65,72.0,60,73,79,74
8878,England,4,4,C. Grant,Conor Grant,England,65,76,74,62,63.0,56,61,66,67
8879,England,4,4,C. Mahoney,Connor Mahoney,England,75,67,75,48,76.0,54,77,68,43
8880,England,4,4,J. Brownhill,Josh Brownhill,England,70,70,71,74,73.0,61,75,82,69
8881,England,4,4,T. Bishop,Teddy Bishop,England,72,81,80,52,73.0,62,74,67,59
8882,England,4,4,J. Graham,Jordan Graham,England,82,75,75,56,83.0,53,84,65,42
8883,England,4,4,F. Dabo,Fankaty Dabo,England,70,59,62,75,72.0,62,73,73,76
8884,England,4,4,T. Browning,Tyias Browning,England,68,56,55,68,72.0,64,76,66,77
8885,England,4,4,A. Gilbey,Alex Gilbey,England,76,71,72,78,77.0,61,78,85,78
8886,England,4,4,S. McQueen,Sam McQueen,England,74,73,72,61,75.0,62,76,73,71
8887,England,4,4,J. Smith,Jordan Smith,England,36,33,33,57,,69,27,29,41
8888,England,4,4,G. Moncur,George Moncur,England,65,65,72,55,68.0,53,70,74,64
8889,England,4,4,J. Wallace,Jed Wallace,England,77,73,70,68,78.0,61,79,78,65
8890,England,4,4,J. Bidwell,Jake Bidwell,England,70,61,64,59,69.0,66,68,75,66
8891,England,4,4,N. Powell,Nick Powell,England,73,63,75,69,71.0,71,69,67,64
8892,England,4,4,J. Scowen,Josh Scowen,England,61,74,73,74,60.0,68,60,84,64
8893,England,4,4,G. Saville,George Saville,England,65,59,65,77,64.0,62,63,72,64
8894,England,4,4,B. Dickenson,Brennan Dickenson,England,85,76,71,70,88.0,57,90,78,76
8895,England,4,4,D. Furlong,Darnell Furlong,England,71,69,68,66,72.0,59,73,71,67
8896,England,4,4,M. Power,Max Power,England,63,62,74,74,61.0,61,59,74,71
8897,England,4,4,J. Cousins,Jordan Cousins,England,76,80,78,86,77.0,62,78,83,66
8898,England,4,4,J. Meekings,Josh Meekings,England,71,60,50,83,75.0,51,78,71,82
8899,England,4,4,K. Hemmings,Kane Hemmings,England,73,67,51,57,72.0,55,71,73,74
8900,England,4,4,W. Keane,Will Keane,England,73,73,63,64,73.0,55,73,63,63
8901,England,4,4,N. Ajose,Nicky Ajose,England,81,74,71,58,80.0,63,79,65,61
8902,England,4,4,N. Byrne,Nathan Byrne,England,90,75,77,66,86.0,63,82,78,56
8903,England,4,4,S. Wootton,Scott Wootton,England,51,61,58,72,58.0,56,63,68,74
8904,England,4,4,J. Steele,Jason Steele,England,34,36,44,56,,60,36,29,55
8905,England,4,4,L. Hyam,Luke Hyam,England,75,75,77,73,74.0,69,74,85,78
8906,England,4,4,S. Mantom,Sam Mantom,England,66,73,79,63,63.0,67,61,73,67
8907,England,4,4,H. Forrester,Harry Lee Forrester,England,75,77,82,75,76.0,62,76,72,63
8908,England,4,4,D. Mayor,Danny Mayor,England,79,80,80,65,80.0,54,81,70,63
8909,England,4,4,D. Amoo,David Amoo,England,93,90,81,62,93.0,50,93,71,75
8910,England,4,4,M. Taylor,Matthew Taylor,England,48,65,69,75,46.0,65,45,70,72
8911,England,4,4,S. Warnock,Stephen Warnock,England,60,60,54,68,56.0,71,52,66,69
8912,England,4,4,L. McCormick,Luke McCormick,England,33,46,50,71,,83,42,28,63
8913,England,4,4,L. Feeney,Liam Feeney,England,80,77,70,54,82.0,61,83,76,67
8914,England,4,4,I. Henderson,Ian Henderson,England,62,74,75,67,64.0,65,65,68,69
8915,England,4,4,T. Mears,Tyrone Mears,England,70,68,68,57,68.0,66,66,65,70
8916,England,4,4,J. Jackson,Johnnie Jackson,England,45,66,54,32,40.0,61,35,54,69
8917,England,4,4,S. Barker,Shaun Barker,England,30,48,50,76,32.0,61,33,30,76
8918,England,4,4,D. Pratley,Darren Pratley,England,63,67,66,83,68.0,72,72,91,75
8919,England,4,4,L. Varney,Luke Varney,England,75,76,72,91,68.0,66,63,70,71
8920,England,4,4,M. Connolly,Matthew Connolly,England,62,46,49,75,63.0,58,63,71,79
8921,England,4,4,A. Taylor,Andy Taylor,England,63,59,72,80,66.0,62,69,75,76
8922,England,4,4,C. Woods,Calum Woods,England,72,61,68,67,72.0,60,72,75,62
8923,England,4,4,P. Anderson,Paul Anderson,England,79,82,75,81,78.0,61,78,74,56
8924,England,4,4,M. Little,Mark Little,England,82,75,58,71,84.0,66,86,82,72
8925,England,4,4,P. Huntington,Paul Huntington,England,42,30,37,67,43.0,52,44,52,86
8926,England,4,4,T. Spurr,Tommy Spurr,England,66,65,61,70,65.0,68,64,69,71
8927,England,4,4,L. Ainsworth,Lionel Ainsworth,England,88,79,90,59,86.0,62,85,67,31
8928,England,4,4,N. Law,Nicky Law,England,73,74,71,72,72.0,69,71,92,62
8929,England,4,4,M. Bostwick,Michael Bostwick,England,65,58,34,59,58.0,61,52,90,85
8930,England,4,4,J. Skarz,Joe Skarz,England,66,64,63,71,67.0,62,68,84,72
8931,England,4,4,G. Roberts,Gary Roberts,England,52,69,73,45,52.0,55,52,61,61
8932,England,4,4,D. Cox,Dean Cox,England,72,73,91,83,73.0,57,74,77,70
8933,England,4,4,L. Trotter,Liam Trotter,England,65,57,66,75,64.0,66,63,67,79
8934,England,4,4,T. Rowe,Tommy Rowe,England,74,79,71,66,75.0,65,75,80,63
8935,England,4,4,D. Hylton,Danny Hylton,England,68,70,68,73,68.0,65,68,82,79
8936,England,4,4,S. Hines,Seb Hines,England,61,54,63,74,66.0,60,70,66,75
8937,England,4,4,J. Simpson,Jay Simpson,England,76,79,71,57,76.0,57,76,69,74
8938,England,4,4,G. Madine,Gary Madine,England,63,57,53,81,62.0,57,62,71,84
8939,England,4,4,D. Moxey,Dean Moxey,England,74,69,64,60,67.0,63,62,73,68
8940,England,4,4,J. Brayford,John Brayford,England,65,79,76,80,66.0,71,66,76,77
8941,England,4,4,W. Thomas,Wes Thomas,England,76,82,79,81,80.0,67,84,81,76
8942,England,4,4,S. Beavon,Stuart Beavon,England,73,77,87,92,74.0,67,74,90,57
8943,England,4,4,K. Bennett,Kyle Bennett,England,85,91,94,43,83.0,63,81,75,46
8944,England,4,4,B. Coker,Ben Coker,England,81,79,72,77,79.0,64,77,78,67
8945,England,4,4,M. Smith,Matt Smith,England,43,47,30,66,45.0,62,46,69,91
8946,England,4,4,B. Brereton,Ben Brereton,England,88,75,63,63,86.0,48,85,72,71
8947,England,4,4,R. Oxford,Reece Oxford,England,71,58,54,67,72.0,62,72,69,67
8948,England,4,4,O. Ejaria,Oviemuno Dominic Ejaria,England,71,61,61,58,73.0,63,74,60,75
8949,England,4,4,B. Mason,Brandon Mason,England,80,64,72,61,82.0,49,83,72,55
8950,England,4,4,J. McCarthy,Jason McCarthy,England,72,65,63,77,73.0,57,73,88,75
8951,England,4,4,J. Riley,Joe Riley,England,78,64,74,62,77.0,63,77,70,60
8952,England,4,4,J. Emmanuel,Joshua Emmanuel,England,79,71,69,65,80.0,53,81,69,78
8953,England,4,4,S. Raggett,Sean Raggett,England,64,41,33,69,66.0,64,67,65,87
8954,England,4,4,G. Long,George Long,England,30,43,46,63,,53,33,31,52
8955,England,4,4,M. Pennington,Matthew Pennington,England,71,49,57,76,72.0,53,72,69,75
8956,England,4,4,K. Anderson,Keshi Anderson,England,81,77,76,61,77.0,65,73,60,51
8957,England,4,4,J. Forster-Caskey,Jake Forster-Caskey,England,74,76,83,70,73.0,65,73,75,65
8958,England,4,4,J. Willis,Jordan Willis,England,76,74,70,82,77.0,55,77,67,77
8959,England,4,4,A. Bell,Amari'i Bell,England,86,64,71,72,83.0,55,80,76,64
8960,England,4,4,T. Chow,Tim Chow,England,64,66,69,70,65.0,68,66,74,71
8961,England,4,4,D. Crowley,Daniel Crowley,England,76,74,74,48,72.0,56,68,57,57
8962,England,4,4,J. Baldwin,Jack Baldwin,England,65,71,65,74,66.0,63,66,77,76
8963,England,4,4,D. Samuel,Dominic Samuel,England,78,63,60,73,79.0,55,80,68,71
8964,England,4,4,J. O'Connell,Jack O'Connell,England,60,49,46,73,56.0,62,53,64,83
8965,England,4,4,C. Nelson,Curtis Nelson,England,78,70,61,91,72.0,58,67,88,82
8966,England,4,4,J. Reeves,Jake Reeves,England,75,78,83,84,74.0,60,73,91,63
8967,England,4,4,A. Oshilaja,Abdulyussuf Adedeji Adeniyi Oshilaja,England,80,71,62,92,82.0,56,84,75,79
8968,England,4,4,L. Nicholls,Lee Nicholls,England,40,40,38,63,,65,42,28,56
8969,England,4,4,C. Aneke,Chukwuemeka Ademola Amachi Aneke,England,47,50,59,80,50.0,62,52,61,85
8970,England,4,4,Z. Ismail,Zeli Ismail,England,88,74,72,34,86.0,55,84,55,58
8971,England,4,4,J. Newell,Joe Peter Newell,England,76,82,59,40,77.0,64,78,59,64
8972,England,4,4,J. Elliott,Jack Elliott,England,56,41,35,71,59.0,63,61,73,72
8973,England,4,4,C. Burgess,Christian Albert Elliot Burgess,England,61,32,55,81,58.0,50,55,71,88
8974,England,4,4,J. Hopcutt,Jamie Hopcutt,England,79,80,78,63,78.0,63,77,75,61
8975,England,4,4,A. Wildig,Aaron Wildig,England,74,79,77,72,73.0,62,72,70,60
8976,England,4,4,J. Marquis,John Marquis,England,68,62,66,73,70.0,59,71,92,83
8977,England,4,4,S. Bradley,Sonny Bradley,England,67,61,36,68,57.0,59,48,74,79
8978,England,4,4,K. Moore,Kieffer Moore,England,73,50,51,48,76.0,53,78,71,83
8979,England,4,4,A. Chicksen,Adam Chicksen,England,78,61,70,62,77.0,62,76,69,61
8980,England,4,4,J. Clarke,Jordan Clarke,England,76,80,66,80,77.0,55,77,75,69
8981,England,4,4,D. Rowe,Daniel Martin Rowe,England,85,81,79,56,84.0,55,83,74,57
8982,England,4,4,J. Taylor,Jon Taylor,England,87,86,80,71,88.0,64,88,85,56
8983,England,4,4,R. Smallwood,Richard Smallwood,England,59,67,68,65,61.0,58,63,76,66
8984,England,4,4,E. Fryers,Ezekiel Fryers,England,76,72,64,77,75.0,66,74,67,69
8985,England,4,4,S. Eastwood,Simon Eastwood,England,48,62,44,64,,67,52,40,68
8986,England,4,4,J. Mattock,Joe Mattock,England,74,65,65,70,73.0,63,73,74,66
8987,England,4,4,J. Bailey,James Bailey,England,66,71,70,57,67.0,65,67,73,59
8988,England,4,4,S. Wagstaff,Scott Wagstaff,England,82,78,71,76,84.0,61,85,79,62
8989,England,4,4,S. Brisley,Shaun Brisley,England,67,70,52,77,66.0,64,65,64,72
8990,England,4,4,L. Sercombe,Liam Sercombe,England,73,75,74,64,75.0,58,77,83,70
8991,England,4,4,S. O'Keefe,Stuart O'Keefe,England,66,77,84,57,65.0,60,64,82,66
8992,England,4,4,J. Obika,Jonathan Chiedozie Obika,England,72,64,60,71,72.0,58,72,57,86
8993,England,4,4,N. Thompson,Nathan Thompson,England,73,74,88,91,74.0,58,74,73,78
8994,England,4,4,A. Martin,Aaron Martin,England,60,53,51,64,53.0,56,48,63,73
8995,England,4,4,J. Jervis,Jake Jervis,England,91,69,54,59,89.0,66,88,79,70
8996,England,4,4,M. Johnson,Marvin Johnson,England,92,85,72,61,89.0,57,87,79,57
8997,England,4,4,D. Whitehead,Dean Whitehead,England,41,58,62,66,37.0,73,34,48,72
8998,England,4,4,S. Taylor,Stuart Taylor,England,51,54,51,32,,68,52,44,76
8999,England,4,4,K. Nolan,Kevin Nolan,England,33,56,59,62,40.0,77,45,30,83
9000,England,4,4,L. Holmes,Lee Holmes,England,76,83,86,73,77.0,61,77,64,57
9001,England,4,4,N. Tyson,Nathan Tyson,England,89,81,72,71,90.0,64,91,56,64
9002,England,4,4,D. Martin,David Edward Martin,England,42,59,40,60,,66,36,38,70
9003,England,4,4,A. Lonergan,Andrew Lonergan,England,40,50,42,66,,65,41,28,56
9004,England,4,4,D. Bowditch,Dean Peter Bowditch,England,67,70,68,68,68.0,66,69,69,60
9005,England,4,4,L. Dyer,Lloyd Dyer,England,86,83,75,63,85.0,59,85,70,69
9006,England,4,4,C. O'Grady,Chris O'Grady,England,57,65,41,71,61.0,56,64,72,90
9007,England,4,4,G. Halford,Greg Halford,England,51,57,39,34,52.0,61,52,69,79
