short_name,long_name,player_positions,overall,potential,age,height_cm,weight_kg,club_team_id,club_position,club_jersey_number,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
B. Garratt,Benjamin Jack Garratt,GK,62,69,24,185,66,121,SUB,1,14,England,,,,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,12,12,14,21,15,11,13,15,20,22,51,48,56,50,58,21,59,30,49,13,39,15,12,49,18,49,10,15,11
W. Pawłowski,Wojciech Pawłowski,GK,62,66,25,190,80,420,SUB,93,37,Poland,,,,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,12,5,13,31,6,15,12,12,24,24,32,40,31,67,32,11,58,32,50,3,13,12,11,22,33,58,18,10,14
J. Kamber,Janick Kamber,"LB, RB, LM, RM",62,65,26,171,65,435,LB,3,47,Switzerland,,,,Left,4,2,1,Medium/Medium,Lean (170-185),No,77,52,53,63,58,67,55,44,42,62,41,61,36,30,53,63,75,78,72,56,81,65,73,66,70,59,58,53,65,45,44,64,59,65,62
K. Sarkodie,Kofi Kwarteng Frempong Sarkodie,"RB, RWB, LB",62,63,27,175,75,703,LB,12,95,United States,,,,Right,3,2,1,High/Medium,Lean (170-185),No,76,52,54,58,57,67,54,49,54,59,55,55,59,45,46,55,74,78,74,62,77,61,70,75,65,48,63,55,55,52,51,57,50,63,62
M. Sak,Mehmet Sak,"CM, RM",62,62,28,183,72,101007,SUB,4,48,Turkey,,,,Right,2,3,1,Medium/Medium,Normal (170-185),No,66,59,60,64,55,62,53,56,49,66,42,64,49,57,60,66,66,66,60,61,63,68,71,51,62,64,72,65,53,60,43,62,58,48,49
K. Ntlhe,Kgosietsile Ntlhe,"LB, LWB",62,67,24,175,66,1955,SUB,3,140,South Africa,,,,Left,3,2,1,High/Medium,Lean (170-185),No,77,33,50,58,55,65,58,27,53,58,16,52,23,18,54,58,77,77,80,63,63,50,84,66,64,36,59,59,35,41,23,43,47,61,59
R. Deacon,Roarie Milton Ryan Deacon,"RM, ST",62,63,26,170,68,180,SUB,21,14,England,,,,Right,5,2,1,High/Medium,Normal (170-),No,82,57,54,64,46,67,58,58,54,59,45,62,54,37,48,60,84,80,84,56,75,58,84,72,70,55,48,53,54,51,57,42,33,49,55
Choi Hyun Tae,최현태 崔玄态,"CM, CDM",62,62,30,179,75,1478,SUB,35,167,Korea Republic,,,,Right,3,2,1,Medium/High,Normal (170-185),No,68,64,62,61,60,72,60,60,68,65,64,59,62,63,63,61,72,64,68,56,67,70,83,71,75,71,64,58,56,57,64,56,58,62,60
H. Hollis,Haydn Joseph Hollis,"CB, LB",62,64,25,193,86,561,SUB,32,14,England,,,,Left,2,2,1,Low/High,Normal (185+),No,46,25,41,47,60,70,33,22,65,56,13,43,22,21,47,59,39,52,32,48,34,36,66,68,75,22,62,59,32,28,32,59,60,61,57
G. Taft,George William Taft,"CB, LB",62,64,24,191,74,1944,LCB,4,14,England,,,,Left,3,2,1,Medium/Medium,Normal (185+),No,55,36,52,49,58,77,45,33,63,60,36,42,39,38,57,52,54,56,57,59,73,46,69,83,81,30,59,59,40,46,33,58,49,62,61
M. Clayton,Max James Clayton,"ST, LM",62,69,23,175,70,1926,SUB,10,14,England,,,,Right,3,2,1,Medium/Low,Lean (170-185),No,77,58,54,64,25,56,60,62,53,57,54,60,40,47,45,62,78,76,85,61,80,58,55,68,52,48,53,24,66,56,53,58,23,21,19
C. Harold,Chris Harold,RM,62,63,25,176,78,111399,SUB,14,195,Australia,,,,Right,3,2,1,High/Medium,Normal (170-185),No,88,61,52,63,35,62,51,63,56,52,66,61,49,34,50,60,89,87,87,45,73,63,68,64,61,52,59,35,66,61,59,55,30,36,28
L. Dennis,Louis Hugh Dennis,"CAM, LM, RM",62,66,25,185,69,1790,SUB,18,14,England,,,,Right,4,4,1,High/Medium,Lean (185+),No,82,57,56,64,21,63,57,56,38,58,36,62,49,35,52,61,82,82,80,55,76,64,54,73,66,63,43,16,52,60,48,61,30,13,11
E. Hewitt,Elliott Jack Hewitt,"CM, CB, RB",62,69,24,180,75,1937,LCM,4,50,Wales,,,,Right,3,3,1,High/High,Lean (170-185),No,85,42,58,67,60,73,63,54,45,61,22,63,36,27,59,64,84,85,90,59,79,26,66,86,75,40,55,56,54,59,22,62,65,62,58
A. Horwath,Alex Horwath,GK,62,62,31,190,88,111065,RES,1,95,United States,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,17,13,18,32,9,17,10,14,33,19,48,53,27,54,35,35,63,41,68,15,32,22,13,37,17,42,12,17,9
D. Orlishausen,Dirk Orlishausen,GK,62,62,35,197,94,27,SUB,28,21,Germany,,,,Right,3,1,1,Medium/Medium,Stocky (185+),No,,,,,,,11,6,8,24,11,11,8,16,23,19,33,32,35,62,30,18,57,36,72,13,36,13,9,33,22,51,12,15,16
E. Seidou,Edson Seidou,LB,62,64,26,182,85,111273,LB,15,18,France,,,,Left,3,2,1,Medium/Medium,Stocky (170-185),No,68,51,59,63,58,73,62,49,53,63,47,63,44,48,61,62,69,67,70,51,59,65,64,80,75,43,62,52,54,53,49,52,56,64,59
M. Dolan,Matthew Alexander Dolan,CM,62,66,25,175,70,112254,LCM,8,14,England,,,,Left,2,2,1,Medium/High,Normal (170-185),No,66,57,62,64,49,70,59,54,46,64,46,62,70,56,59,63,66,66,75,57,79,66,75,76,72,62,54,43,55,65,45,68,55,50,42
C. Gameiro,Corey Gameiro,ST,62,66,25,177,67,111396,SUB,21,195,Australia,,,,Right,3,2,1,High/Medium,Lean (170-185),No,71,62,48,61,35,62,40,63,57,53,60,60,58,40,35,58,71,71,71,60,66,64,73,58,61,58,67,43,60,57,60,62,22,36,32
Z. Clark,Zander Clark,GK,62,67,26,191,85,100804,GK,1,42,Scotland,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,10,11,20,24,13,12,13,12,19,21,31,31,57,51,51,15,50,24,62,13,14,19,13,32,24,42,15,14,11
C. Kane,Christopher Kane,ST,62,71,23,180,76,100804,SUB,25,42,Scotland,,,,Right,3,2,1,High/Medium,Normal (170-185),No,79,62,43,67,35,43,44,64,65,44,58,67,54,51,53,65,78,79,69,63,76,69,75,32,41,58,52,28,46,27,49,43,20,45,34
B. Nugent,Ben William Nugent,CB,62,67,24,196,83,361,LCB,31,14,England,,,,Left,3,2,1,Medium/Medium,Normal (185+),No,51,35,36,31,61,72,19,30,65,43,28,22,28,22,45,38,51,51,49,46,31,48,54,58,83,36,64,56,28,39,37,48,55,66,65
D. Leadbitter,Daniel William Leadbitter,RB,62,62,27,183,76,1962,RB,2,14,England,,,,Right,2,2,1,High/High,Lean (170-185),No,88,37,51,55,57,67,55,40,58,57,29,52,50,36,46,54,89,87,77,50,52,39,75,74,67,27,54,54,39,42,40,48,52,62,60
D. Schütz,Daniel Schütz,"LM, RM",62,62,27,169,66,112075,SUB,20,4,Austria,,,,Right,3,2,1,High/Medium,Lean (170-),No,85,58,57,67,26,49,63,55,58,59,58,65,71,61,58,61,90,81,93,48,91,64,90,75,32,59,49,22,44,43,64,44,19,25,23
Miguel Maza,Miguel Ángel Sáinz-Maza Lòpez,"LW, CAM",62,65,25,183,83,110911,RES,32,45,Spain,,,,Right,4,3,1,Medium/Medium,Normal (170-185),No,74,53,61,65,31,51,63,49,50,61,48,65,67,67,58,67,72,75,65,60,61,65,52,41,65,50,29,20,59,59,56,60,32,30,31
C. Raglan,Charles Jordan Clark Raglan,"CB, RB",62,64,25,185,75,1951,SUB,22,14,England,,,,Right,3,2,1,Low/Medium,Normal (185+),No,68,32,40,42,56,77,26,29,63,48,30,39,25,27,55,42,70,67,41,51,58,45,82,69,78,27,85,57,30,37,36,57,49,59,61
Jefté,Jefté Betancor Sánchez,"ST, LW, RW",62,66,24,186,82,1785,SUB,7,45,Spain,,,,Right,3,2,1,High/Medium,Normal (185+),No,53,62,51,61,31,67,53,64,61,62,48,62,42,55,38,62,53,53,60,58,50,63,58,62,73,59,58,23,62,42,60,52,24,37,20
L. Maniero,Luca Maniero,GK,62,68,23,188,89,111993,SUB,1,27,Italy,,,,Right,3,1,1,Medium/Medium,Stocky (185+),No,,,,,,,13,12,16,28,17,13,19,16,25,22,41,39,50,49,32,24,38,30,58,15,17,12,10,30,22,49,12,14,14
S. Balić,Saša Balić,LB,62,62,28,184,76,110749,RES,3,15,Montenegro,,,,Left,3,2,1,High/Medium,Normal (170-185),No,70,38,44,57,62,69,41,38,49,49,36,54,35,42,35,56,71,70,69,59,59,35,66,68,71,34,64,63,53,48,50,55,58,68,66
P. Digby,Paul Andrew Digby,"CDM, CM, CB, RB",62,66,23,195,70,561,SUB,20,14,England,,,,Right,3,2,1,Medium/High,Lean (185+),No,72,50,55,55,62,74,52,48,64,60,41,51,43,41,56,58,70,73,60,60,63,57,76,77,77,48,63,61,48,53,52,60,62,62,58
J. Tveita,Jon Helge Tveita,"RB, RM",62,65,26,184,80,112199,SUB,22,36,Norway,,,,Right,3,2,1,Medium/High,Normal (170-185),No,67,55,56,62,60,69,55,50,56,60,48,63,53,39,56,62,66,67,60,60,53,64,59,74,70,60,63,64,57,57,40,54,60,62,54
R. Edwards,Ryan Edwards,"CAM, CM",62,69,24,170,73,80,SUB,22,195,Australia,,,,Right,2,3,1,High/Medium,Lean (170-),No,75,51,58,67,39,62,56,51,48,63,43,65,49,40,58,63,77,73,84,58,82,58,71,81,58,43,46,45,56,60,52,50,33,39,35
A. Tideman,Anton Tideman,LB,62,67,25,188,80,703,RES,5,46,Sweden,,,,Left,1,2,1,Medium/High,Stocky (185+),No,69,37,41,45,63,73,53,30,68,46,22,35,42,40,52,56,67,70,46,52,68,45,63,73,74,48,73,49,37,12,37,44,60,72,71
S. van der Lei,Stefan van der Lei,GK,62,68,25,186,79,113876,SUB,93,34,Netherlands,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,13,19,12,24,18,13,19,14,19,24,44,47,37,56,40,25,58,38,59,17,27,19,9,35,26,31,20,17,18
Yeo Reum,여름 吕凛,CM,62,62,29,175,69,2055,CM,8,167,Korea Republic,,,,Right,4,2,1,High/Medium,Lean (170-185),No,75,56,61,60,51,70,59,54,38,63,58,54,55,56,62,60,75,75,76,61,81,59,72,73,72,59,62,56,55,63,57,60,42,58,58
J. Mountney,John Mountney,RM,62,65,25,184,73,837,SUB,8,25,Republic of Ireland,,,,Right,3,3,1,Medium/Low,Normal (170-185),No,71,56,60,60,46,65,61,53,52,62,44,59,57,58,61,61,67,75,69,55,56,68,56,73,64,56,58,54,58,56,53,53,27,54,52
Jeon Hyeon Chul,전현철 Hyeon Chul Jeon,"CAM, ST",62,62,27,175,72,2056,SUB,7,167,Korea Republic,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,74,61,58,60,32,49,57,61,55,62,59,59,46,44,54,58,70,77,67,57,77,63,59,56,51,61,33,32,62,62,63,57,45,18,16
Lee Jin Hyung,이진형 李敬恒,GK,62,62,30,188,88,110765,GK,21,167,Korea Republic,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,17,18,13,30,18,19,19,15,16,19,48,49,63,55,46,19,53,33,75,11,16,18,14,15,22,56,13,19,17
G. Piscitella,Giammario Piscitella,"LW, RW",62,63,25,181,69,112409,SUB,36,27,Italy,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,79,56,52,67,41,56,56,58,43,52,50,66,53,52,46,65,79,79,77,56,72,60,53,70,59,53,32,30,54,54,51,56,45,45,41
F. Stritzel,Florian Stritzel,GK,62,67,24,197,92,110502,SUB,31,21,Germany,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,8,9,14,22,8,10,12,14,16,12,32,36,31,56,28,16,45,27,71,10,22,10,10,24,16,29,10,13,12
S. McNulty,Stephen McNulty,CB,62,62,34,186,88,15048,RCB,5,14,England,,,,Right,3,2,1,Low/High,Stocky (185+),No,29,24,40,36,62,67,29,19,64,50,20,30,21,20,45,46,29,29,24,59,38,40,43,34,85,21,70,58,19,41,23,48,69,61,46
H. Shaian,Hussain Abdoh Al Shae'an,GK,62,62,29,190,79,112393,SUB,23,183,Saudi Arabia,,,,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,20,11,15,21,13,11,15,15,17,20,48,48,38,61,40,17,40,36,72,19,18,17,10,40,22,59,17,15,15
D. Wright,Drey Jermaine Wright,"RM, ST, LWB, LM",62,69,23,175,69,100804,RM,7,14,England,,,,Right,4,3,1,High/High,Normal (170-185),No,75,56,55,65,51,68,58,55,42,57,56,65,52,56,52,60,73,77,82,48,73,57,74,77,74,59,41,51,58,50,54,55,51,54,51
Y. Al Musallam,Yahya Al Musallam,CB,62,62,31,184,84,112392,SUB,4,183,Saudi Arabia,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,35,24,31,33,59,79,25,19,73,35,25,27,22,24,30,35,39,32,35,67,47,38,74,81,81,18,74,53,28,35,37,55,56,60,61
A. Khrees,Awadh Ali Khrees,"RB, RM",62,62,27,178,73,112389,SUB,13,183,Saudi Arabia,,,,Right,4,2,1,High/High,Lean (170-185),No,76,50,54,60,58,71,59,45,56,57,52,59,44,37,53,57,74,77,72,56,70,62,66,74,72,46,65,57,57,50,52,50,56,59,61
M. Al Najrani,Muteb Salem Al Najrani,ST,62,62,27,175,66,113057,SUB,77,183,Saudi Arabia,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,75,61,43,61,20,57,44,62,57,52,53,59,36,30,26,57,74,76,72,57,79,64,78,64,50,59,59,15,64,44,56,50,17,16,11
D. Butler,Dan Butler,"LWB, LB",62,70,23,177,75,112254,LWB,3,14,England,,,,Left,3,2,1,High/High,Normal (170-185),No,73,40,51,57,59,64,56,37,50,52,35,51,60,54,47,56,74,73,80,62,71,45,89,73,60,47,56,57,33,45,35,55,61,60,60
T. Payne,Timothy Payne,"CDM, CM, CB",62,66,24,179,79,,,,198,New Zealand,111473,LCM,6,Right,3,2,1,Medium/High,Lean (170-185),No,71,57,60,60,58,73,57,55,53,62,53,58,60,60,58,60,69,72,66,55,67,66,54,71,72,58,82,58,57,60,47,54,56,62,56
R. Bingham,Rakish Phillip Bingham,ST,62,66,24,180,75,184,LS,9,14,England,,,,Right,3,2,1,High/Medium,Normal (170-185),No,81,58,47,63,21,54,42,58,56,54,44,63,42,45,36,61,83,79,69,56,65,62,76,34,68,54,38,16,57,48,65,53,17,17,18
S. Kavanagh,Seán Kavanagh,"LB, LM, CM",62,66,24,174,62,306,LB,11,25,Republic of Ireland,,,,Left,3,3,1,High/Medium,Lean (170-185),No,70,55,57,65,58,60,61,58,54,60,33,64,42,55,62,63,69,71,77,61,70,56,76,68,55,53,60,52,57,48,52,56,59,60,60
D. Bachmann,Daniel Bachmann,GK,62,70,23,191,81,82,SUB,26,4,Austria,,,,Right,3,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,14,17,12,36,16,14,18,20,35,22,50,37,40,69,44,21,57,36,61,15,31,26,13,20,31,51,14,11,11
Rafhael Lucas,Rafhael Lucas Oliveira da Silva,ST,62,67,25,174,71,112903,ST,29,54,Brazil,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,81,60,64,70,41,51,63,58,51,74,59,74,57,49,67,66,78,83,66,59,76,62,53,54,56,62,33,36,49,53,72,44,35,45,43
A. Arrigoni,Andrea Arrigoni Marocco,"CDM, CM, RM",62,62,29,170,67,347,SUB,6,27,Italy,,,,Right,2,2,1,Medium/High,Normal (170-),No,60,40,58,62,55,55,48,28,35,66,46,61,45,40,61,62,61,59,57,65,83,60,42,69,44,41,70,61,43,57,55,50,54,59,54
M. Agger,Mikkel Agger,ST,62,67,25,180,73,112199,SUB,18,13,Denmark,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,76,60,41,62,27,57,31,63,52,48,45,62,44,27,28,61,78,74,66,61,70,63,68,58,63,53,36,23,62,50,57,53,32,20,19
M. Bouziane,Mounir Bouziane,"LM, RM, LW",62,62,27,183,85,27,SUB,9,18,France,,,,Left,3,3,1,High/Medium,Normal (170-185),No,77,53,57,64,27,62,61,49,50,60,60,64,64,55,42,62,77,77,70,56,71,60,68,55,71,49,46,18,61,57,55,49,31,21,23
K. McHattie,Kevin McHattie,LB,62,67,24,181,73,445,LB,29,42,Scotland,,,,Left,2,2,1,Medium/Medium,Normal (170-185),No,73,41,57,62,56,62,69,36,51,56,28,62,65,63,54,61,75,72,70,50,70,63,59,70,62,32,55,58,52,43,45,44,49,63,61
I. Lučić,Ivan Lučić,GK,62,69,23,194,98,256,SUB,13,4,Austria,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,13,8,14,30,18,10,15,22,25,25,38,41,33,63,42,22,51,21,78,14,19,18,5,35,24,34,11,13,19
K. Kennedy,Kieran Kennedy,CB,62,66,24,183,70,127,SUB,4,14,England,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,61,23,38,43,61,65,29,22,59,45,22,34,22,27,46,49,60,61,64,42,57,33,74,37,77,16,68,56,21,34,25,42,59,65,64
S. Antonio,Signori Dominique Nymi António,GK,62,70,23,185,78,896,RES,40,47,Switzerland,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,13,16,10,25,14,17,18,15,24,19,40,42,35,53,61,22,56,23,46,14,24,26,17,11,27,50,22,12,12
J. Morias,Junior Augustus Morias,"ST, RM",62,71,22,173,88,1930,SUB,14,82,Jamaica,,,,Right,3,2,1,High/High,Stocky (170-185),No,74,61,43,63,28,77,49,62,51,48,55,64,46,22,26,60,73,74,63,57,85,69,60,65,90,57,63,25,47,43,58,56,24,25,28
C. Nielsen,Casper Mørup Nielsen,"CM, LM, RM",62,68,24,181,76,272,SUB,11,13,Denmark,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,73,56,61,64,53,68,63,51,49,64,62,63,56,41,61,64,74,73,74,55,72,64,65,75,65,58,68,50,61,60,45,55,58,54,44
A. Al Zubaidi,Ali Faraj Al Zubaidi,RB,62,67,25,182,78,112392,RB,12,183,Saudi Arabia,,,,Right,3,2,1,High/Medium,Normal (170-185),No,76,49,56,57,55,77,63,51,39,60,55,53,47,37,64,55,73,78,72,57,75,54,83,71,83,41,70,51,41,43,51,45,50,65,66
D. Olsson,Dennis Oscar Olsson,"LWB, LM",62,68,23,182,73,1596,LWB,3,46,Sweden,,,,Left,2,2,1,Medium/Medium,Lean (170-185),No,73,52,54,59,58,66,60,51,48,56,29,57,47,36,53,58,71,74,72,55,69,63,66,75,64,52,60,57,52,49,35,48,60,59,59
B. Al Seliteen,Bader Mansoor Al Sulaiteen,"CM, CDM, RM",62,62,27,176,67,112392,SUB,8,183,Saudi Arabia,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,48,47,63,63,49,68,59,40,47,66,60,60,63,38,68,65,49,48,73,53,69,52,78,67,67,54,70,56,49,62,38,64,46,48,46
A. Al Barakah,Abdulrahman Al Barakah Eda,"CDM, CM",62,62,27,175,69,113057,SUB,16,183,Saudi Arabia,,,,Right,3,2,1,Medium/High,Normal (170-185),No,57,40,53,58,60,69,41,37,55,65,27,55,33,32,62,60,62,53,61,56,72,48,74,61,71,42,71,57,37,49,49,44,62,63,60
M. Al Amri,Mohammed Al Amri,"LB, LM",62,65,26,177,73,112392,LB,2,183,Saudi Arabia,,,,Left,3,3,1,High/Medium,Normal (170-185),No,74,49,57,68,54,68,63,44,42,61,30,69,52,32,51,64,76,72,75,58,77,57,72,73,69,58,59,51,58,58,31,50,52,61,61
M. Håkansson,Mattias Bo-Erik Håkansson,"LM, RM, ST",62,65,25,186,82,703,RES,24,46,Sweden,,,,Right,3,2,1,High/Medium,Stocky (185+),No,79,56,55,60,45,71,58,52,53,60,57,60,59,45,55,58,72,85,63,61,66,65,64,70,74,55,66,49,61,47,44,51,42,43,41
S. Al Shehri,Saleh Khalid Al-Shehri,ST,62,69,24,182,77,112392,SUB,11,183,Saudi Arabia,,,,Right,2,3,1,Medium/Medium,Lean (170-185),No,67,59,44,61,23,67,36,60,60,49,46,61,52,37,34,63,64,70,67,57,49,63,83,57,80,55,45,20,62,48,68,50,18,19,14
D. Santa,Daniel Santa Moreno,CDM,62,64,26,175,72,112579,SUB,2,56,Colombia,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,63,44,58,60,59,63,37,37,59,68,35,58,40,49,64,59,62,64,65,62,67,54,64,59,71,52,48,55,50,66,47,45,60,64,53
K. Nowak,Konrad Nowak,RM,62,66,23,175,69,420,SUB,8,37,Poland,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,81,53,55,66,27,46,59,56,22,56,48,65,52,43,55,62,80,81,82,64,78,53,79,47,46,45,36,31,53,55,53,49,38,18,13
K. Roos,Kelle Roos,GK,62,66,26,196,90,91,SUB,21,34,Netherlands,,,,Right,4,1,1,Medium/Medium,Normal (185+),No,,,,,,,14,18,13,25,19,16,17,15,20,20,45,38,35,57,38,34,60,43,68,18,20,19,14,42,23,44,9,18,21
A. Tabanelli,Andrea Tabanelli,"CM, CAM",62,62,28,192,78,347,SUB,23,27,Italy,,,,Right,3,2,1,Medium/Medium,Lean (185+),No,57,51,62,62,46,67,54,42,54,66,58,63,62,52,63,62,48,64,73,62,38,61,35,68,75,59,55,54,58,63,54,60,41,46,40
A. Dźwigała,Adam Dźwigała,CB,62,68,22,185,80,1569,LCB,14,37,Poland,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,68,46,52,53,59,71,37,32,67,60,38,44,53,39,58,61,69,68,65,54,65,61,73,79,72,56,57,50,55,52,61,59,59,63,61
L. McCullough,Luke McCullough,"CDM, CB",62,69,24,188,84,142,SUB,4,35,Northern Ireland,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,47,32,51,54,65,68,38,27,63,66,37,51,30,31,52,61,47,47,35,58,66,45,67,57,78,24,59,58,33,47,47,65,66,70,59
S. Facey,Shay Facey,"RB, CB",62,69,23,177,64,1930,RB,2,14,England,,,,Right,2,2,1,Medium/Medium,Normal (170-185),No,68,28,50,59,61,66,46,28,57,62,30,56,28,31,51,59,65,71,72,60,69,26,64,65,63,22,74,63,50,44,31,57,56,64,63
G. Glendon,George Glendon,CM,62,71,23,177,72,1480,RDM,11,14,England,,,,Right,2,2,1,Medium/Medium,Lean (170-185),No,57,46,57,60,58,59,41,42,49,65,39,56,45,39,62,62,56,58,65,60,71,53,48,70,57,48,52,57,57,61,50,56,60,60,55
J. Anderson,Jermaine Anderson,CM,62,70,22,188,75,1938,SUB,28,14,England,,,,Left,3,2,1,Medium/Medium,Lean (185+),No,72,53,58,64,46,58,46,53,31,64,44,61,43,42,61,63,74,71,85,62,63,53,70,72,55,58,44,37,56,63,43,55,40,59,58
E. Yeşilyurt,Erdoğan Yeşilyurt,RM,62,68,24,178,72,101041,SUB,11,21,Germany,,,,Right,5,3,1,Medium/Medium,Normal (170-185),No,65,50,57,65,31,58,65,55,36,64,40,65,36,40,57,66,67,64,69,52,63,51,66,58,59,37,53,22,54,45,49,50,25,40,39
M. Baude,Marcel Baude,RB,62,62,28,179,76,162,SUB,25,21,Germany,,,,Right,2,2,1,Medium/Medium,Normal (170-185),No,67,38,47,55,60,77,51,33,47,49,36,52,42,30,48,51,67,67,68,57,80,49,80,83,76,35,72,63,41,42,48,62,59,64,62
J. Pearson,James Pearson,"RB, CB",62,66,25,186,75,1959,SUB,19,14,England,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,63,31,47,50,61,65,59,27,63,53,24,46,35,32,42,52,62,63,59,57,53,41,71,72,64,26,55,61,43,37,36,56,58,64,62
M. Kühne,Matthias Kühne,"RB, CB",62,62,30,179,78,110591,SUB,5,21,Germany,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,64,33,51,59,62,66,55,28,51,57,21,54,35,29,53,61,62,65,70,58,70,48,77,66,65,31,64,60,43,42,36,61,65,64,64
A. Berzel,Aaron Berzel,"CDM, RB, CB",62,65,26,184,79,33,SUB,22,21,Germany,,,,Right,3,2,1,High/Medium,Normal (170-185),No,67,46,53,59,58,72,51,43,52,57,52,56,50,44,50,60,70,65,65,64,67,53,61,79,72,41,68,63,53,54,46,54,49,64,61
S. Hoare,Seán Hoare,"CB, RB",62,69,24,189,75,837,SUB,4,25,Republic of Ireland,,,,Right,2,2,1,Medium/Medium,Normal (185+),No,50,34,49,49,61,65,45,24,57,59,36,42,35,29,53,58,48,51,50,54,48,56,52,61,71,33,58,61,43,40,38,51,62,62,61
J. Cranston,Jordan Christopher Cranston,"LB, LWB",62,68,24,180,79,357,LB,27,50,Wales,,,,Left,2,2,1,High/Medium,Normal (170-185),No,76,38,53,61,57,66,61,29,45,54,35,62,54,36,50,58,77,76,73,45,67,52,68,86,60,43,56,56,42,49,44,55,59,58,59
M. Petrasso,Michael Petrasso,"RB, RM",62,67,22,168,74,111139,SUB,24,70,Canada,111455,RB,12,Right,3,3,1,Medium/Medium,Stocky (170-),No,74,50,57,68,58,59,60,49,38,59,46,65,53,34,55,63,74,74,91,57,88,45,32,66,56,53,62,58,55,61,58,55,60,63,61
J. Sheehan,Joshua Luke Sheehan,"CM, CAM",62,71,23,176,75,112254,CAM,16,50,Wales,,,,Right,3,2,1,High/Medium,Normal (170-185),No,67,53,59,63,49,67,40,51,58,68,38,63,52,61,67,62,69,66,72,49,66,57,64,75,66,58,61,49,55,56,55,54,41,53,55
Quique Cebriá,Enrique Cebriá Alcover,GK,62,71,23,182,70,467,RES,27,45,Spain,,,,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,,,,,11,7,13,24,6,9,11,10,27,18,21,29,36,60,44,18,62,19,46,5,21,6,5,35,19,42,14,10,10
J. Gray,Jake Stephen Gray,"RM, CM",62,67,22,180,70,346,SUB,10,14,England,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,75,57,58,65,42,57,56,57,40,63,45,62,42,38,60,63,77,73,86,52,70,61,62,63,63,56,35,41,53,58,53,50,40,45,41
N. Townsend,Nicholas Peter Townsend,GK,62,71,23,181,80,112254,SUB,30,14,England,,,,Right,2,1,1,Medium/Medium,Stocky (170-185),No,,,,,,,15,15,17,28,14,15,20,16,21,19,38,41,40,52,39,24,55,29,55,20,20,16,7,42,30,26,21,20,19
J. Matt,Jamille Antonio Matt,ST,62,62,28,185,75,112254,LS,11,82,Jamaica,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,66,58,45,56,23,74,40,63,64,52,49,56,40,33,27,53,70,63,61,62,53,55,69,66,85,50,60,12,62,54,68,59,30,13,16
H. Boateng,Hiram Kojo Kwarteng Boateng,CM,62,68,22,182,80,143,CM,44,14,England,,,,Left,3,2,1,High/High,Normal (170-185),Yes,68,50,59,62,59,74,53,46,60,65,39,62,46,43,63,61,69,67,70,57,63,61,78,78,79,52,56,57,55,60,41,61,56,63,57
Jwa Joon Hyeop,좌준협 左峻协,CM,62,62,27,177,72,111588,SUB,4,167,Korea Republic,,,,Right,3,2,1,Medium/High,Normal (170-185),No,56,48,61,61,54,78,45,36,67,65,60,59,51,55,63,59,64,50,76,58,68,60,80,87,79,62,64,63,22,70,59,63,50,51,47
